name,rate,votes,location,online_order,book_table,general_sentiment,food_sentiment,service_sentiment,place_sentiment,date_column
InnerChef,3.7/5,270,Indiranagar,Yes,No,Negative,Neutral,Neutral,Neutral,
Wow Paratha,3.9/5,29,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Pasta Street,4.5/5,1619,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
 'RATED\n  Great service team. Top notch.\nVery attentive, 'RATED\n  Really good Italian food. Love the veg and non veg options here. The seafood pizza is a personal favorite.\n\nThe ambience is good and the staff is friendly and polite. Love the complementary bread and bread spread they serve before bringing in the ordered dishes.\n\nThey also have good desserts.'), ('Rated 5.0', 2 seafood and one chicken based and one grilled basa. Each tasted great. Service and ambience was upto the mark too. Perfect place for people who love Italian food and wines.'), on the ball and great product knowledge.\nThe ambiance is also fantastic. Hip .. trendy.\nGreat food. Big menu. Authentic tastes. Would surely recommend this place to anyone looking for food quality Italian fare.'), ('Rated 5.0',Positive,Neutral,Neutral,Neutral,
Nagarjuna,4.2/5,1926,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
 ('Rated 5.0', 'RATED\n  If you plan to have Authentic Andhra Cuisine with Family in Bengaluru.. No better place than this.. Make sure you reach this place early as there is usually waiting time at all their outlets ..! Awesome food and decent service makes this place worth repeat visits.. Full Meals are the best.. they also serve great starters!!\n\nAmbience: 3\nFood:4\nService:3\n\nHighly recommended @ Bengaluru'), ('Rated 4.0',somehow grabbed a table to taste one of the well known foods of the city. Infact they kept upto the expectation with traditional banana leaf plate served with ghee rice as much as you want followed by other side dishes. Having the food made it totally at home. satisfied with the servings taste and the total meal with no rich hangover feeling. a must visit.')," """"RATED\n  Introduced to this authentic local food by a friend when I visited Bangalore recently. Totally in love with everything I was served and warmth I was served with. Paisam is now my new 'go to' dessert!"""")", ('Rated 4.0',Positive,Neutral,Neutral,Neutral,
Monkey Bar,4.3/5,3848,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
 ('Rated 2.0', all they do is try to upsell or cross sell on the items which we are not interested in\n\nYou request for a cocktail and they push you order Pitcher , you ask them fill it with a regular vodka and the staff push you to order premium vodka.\n\nWe were so much interested in Sangria and the waiter try to push us to have it white wine .\n\nI had feeling that monkey bar has some incentive scheme to their staff on selling some particular drink, ('Rated 5.0', 'RATED\n  Here I am visiting Monkey Bar visiting after 3 years as I had bad experience then. I was hoping there might be a change but it still remains same .\n\nFirst impression, changed the ambience a bit but same old poor service. Hardly any beers on the shelf and the waiters,Positive,Neutral,Neutral,Neutral,
Skoolroom,4.3/5,566,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
 the food menu is pleasant. All menu dishes are well themed with the Restaurant like their menu is like a notebook where as you will find pencil box is the the spoon and forks box. We have tried almost all the popular dishes there and found really tasty and well cooked. We have tried chicken basil burger that was really tasty. So my favourite was Skoolroom special Prawn and Murgee in a bun. \nSo here is my review raiting: \nFood 5/5\nQuality 5/5\nQuantity 5/5\nAmbiance 5/5\nService 5/5\nOverall 5/5'), the exact landmark is opposite hdfc bank. The old bangaloreans would recognize if I say opposite lake side hospital. There interiors, menu, burger and some shakes. Decently priced. Will never disappoint for sure.'), ('Rated 4.0', 'RATED\n  Skoolroom is located near ulsoor lake,Positive,Positive,Neutral,Positive,
Utse Kitchen,4.2/5,171,Commercial Street,Yes,No,Positive,Neutral,Neutral,Neutral,
Dakshin Biryani & Tiffin,3.4/5,334,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
The Yogisthaan Cafe,4.2/5,1204,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Chung Wah,4.0/5,359,Residency Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Dhaba - Estd 1986 Delhi,4.4/5,1420,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
 'RATED\n  Place was good, ('Rated 4.0'," """"RATED\n  The 12th Main in Indiranagar is a foodie's paradise right now. With an impressive lineup of food outlets there", the backdrops and the food menu all fall well within their effort to highlight a Dhaba like imagery. Coming to the food, staffs were very welcoming, food was ok... desserts are simply good ?? the best surprise was the staffs give a wonderful performance during the meal on lovely punjabi numbers cldnt download the video my all hearts to the staffs very helpful n co operative ????????'),Positive,Positive,Neutral,Neutral,
Cafe Azzure,4.3/5,2654,MG Road,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Portland Steakhouse & Cafe,4.3/5,2039,MG Road,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Container Coffee,Not Rated,0,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Pizza Stop,3.2/5,166,Domlur,Yes,No,Positive,Neutral,Neutral,Neutral,
McDonald's,3.9/5,388,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
The Paramount Hotel,2.9/5,319,Domlur,Yes,No,Positive,Neutral,Neutral,Neutral,
Paratha Corner,3.2/5,23,CV Raman Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
World In A Bowl,2.8/5,34,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Urban Tamaasha,4.1/5,840,Indiranagar,Yes,Yes,Negative,Neutral,Neutral,Neutral,
" """"RATED\n  Absolutely love the place! Great quality food", ('Rated 4.0', 'RATED\n  Went for a office lunch and booked a table for 20 people.\nThe decor is well lit and is beautiful. Coming to the food, ('Rated 4.0', perfect ambience and friendly and welcoming staff makes it very difficult not visit again and again. Eventhough it might seem like the food is expensive," once you have it on your plate you'll know why. Shanghai noodles and chocolate fudge blast is a must try."""")",Negative,Positive,Neutral,Positive,
YumYumSouth,3.5/5,38,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Aagaman Veg,4.0/5,556,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Laughing Llama Gastropub,4.3/5,389,Brigade Road,Yes,Yes,Positive,Neutral,Neutral,Neutral,
" """"RATED\n  Let's start with the atmosphere - it's super cool and cosy atmosphere. The food is good not all that great. Their service is a huge drawback", 'RATED\n  The first thing that I did when I parked my car was to look around lost, for the main door.  The main door looks more like a backdoor entry of a Kitchen of a mainline restaurant in any downtown area.  Only itÃÂ\x83ÃÂ\x83ÃÂ\x82ÃÂ\x82ÃÂ\x83ÃÂ\x82ÃÂ\x82ÃÂ\x92s bright yellow in color. The interiors are super quirky and so much fun that you actually would want to visually wander to take it all in.  From the employees of the month, by the way is collected and sent off to recycling) to the witty blackboard humor and the make shift mounted stage for performers," they take forever to show up at your table with the most lathargic attitude possible. However it was a great time here. Overall good experience."""")", ('Rated 4.0',Positive,Neutral,Neutral,Neutral,
Mota Bawarchi,3.8/5,55,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Hotel Devanand Kerala Restaurant,3.4/5,94,CV Raman Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Taiki,NEW,0,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Oregano Pizzeria,3.5/5,60,Frazer Town,Yes,No,Negative,Neutral,Neutral,Neutral,
Bite Me Cupcakes,4.2/5,624,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Cafe Grill,4.1/5,496,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Omleterian,Not Rated,0,Thippasandra,Yes,No,Positive,Neutral,Neutral,Neutral,
HomeDeli Kitchen,3.0/5,398,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Tea Brew,4.1/5,1145,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Wangs Kitchen,2.5/5,22,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Bombay Brasserie,4.4/5,1865,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
 ('Rated 4.0', you wonÃÂ\x83ÃÂ\x83ÃÂ\x82ÃÂ\x82ÃÂ\x83ÃÂ\x82ÃÂ\x82ÃÂ\x92t regret it.'), ('Rated 4.0', they have new tinge to every dish they serve. Quality and quantity are perfect. Coming to desserts part never go for bread pudding, 'RATED\n  Great food and AMAZING service. However the portions are on the lesser side. Also, for a good scrumptious meal itÃÂ\x83ÃÂ\x83ÃÂ\x82ÃÂ\x82ÃÂ\x83ÃÂ\x82ÃÂ\x82ÃÂ\x92ll cost you 1000 INR per person. Do try the galawti kebab and kulfi,Negative,Neutral,Neutral,Neutral,
Cafe Coffee Day,3.7/5,72,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
The Chef's Cake & Bakes,NEW,0,Richmond Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Momo Time,NEW,0,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Bun Maska Chai,3.9/5,120,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Hotel Karavali,3.7/5,257,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Pind Balluchi,4.0/5,1021,Brigade Road,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Yomama!!,4.0/5,340,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Srinathji's,3.6/5,592,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Domino's Pizza,3.9/5,117,MG Road,Yes,No,Positive,Neutral,Neutral,Neutral,
No More Hungry,3.3/5,214,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Crunch Pizzas,2.8/5,91,Thippasandra,Yes,No,Positive,Neutral,Neutral,Neutral,
Thai House,4.2/5,125,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Stoner,4.5/5,2686,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Sagar Delicacy,3.9/5,87,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Chung Wah Express,2.8/5,94,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Nandhana Palace,4.2/5,902,Indiranagar,No,Yes,Positive,Neutral,Neutral,Neutral,
A2B - Adyar Ananda Bhavan,3.0/5,564,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Ambur Star Briyani,3.6/5,17,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Haldiram's Express,3.6/5,44,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Roll Er Dokaan,3.9/5,137,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
The Cake House,3.7/5,29,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Bangalore Mandarin,4.2/5,970,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Mad Over Donuts,3.9/5,148,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Slurpy Shakes,Not Rated,0,Domlur,Yes,No,Positive,Neutral,Neutral,Neutral,
Malabar,3.0/5,159,Jeevan Bhima Nagar,Yes,No,Negative,Neutral,Neutral,Neutral,
Thunder Fried Chicken,3.6/5,179,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
" """"RATED\n  This is a typical take away place\n\nFood 2/5\nCurries taste average .\nTandoori chicken doesn't taste good.\nGrill chicken is decent .\nI like their paneer and chicken rolls which come in a roomali roti .\n\nMy suggestion- there are many restaurants around jeevan bhima nagar so give those a try"""")", ('Rated 5.0', 'RATED\n  The food is great..they actually know how to prepare Chinese foods..am a bong..i really like it...will order ur food now onwards.try it its really good.i am going to give it 5star')," """"RATED\n  One can't say there's dine in available", ('Rated 3.5'," """"RATED\n  Known for its tandoor. The menu is pretty basic. One can only order from this place as they don't have provisions for dining. Haven't tried much from the menu. I like only the tandoor. Hence a 3.5."""")",Positive,Positive,Neutral,Neutral,
Artinci Artisanal Ice Cream,Not Rated,0,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Treat,3.9/5,543,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Tango Bango,3.5/5,124,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Vimmi's Cafe,2.8/5,29,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Pizza Joint Food Junction,3.1/5,8,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Peace Restaurant,2.6/5,124,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Mummy's Kitchen,3.5/5,9,Banaswadi,Yes,No,Positive,Neutral,Neutral,Neutral,
Belgian Waffle Factory,4.9/5,1735,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
 'RATED\n  A very good place for waffles, 'RATED\n  Located at one of the prime location on brigade Road its very quick bite on after getting exhausted on shopping! The taste is very much consistent even after 3 visits! The waffle is prepared fresh ! Must visit place for a sweet tooth!'), ('Rated 5.0', ('Rated 5.0', I tried the oreo and the kitkat bubble waffle they were really very good!\nTaste - 5/5\nFood - 5/5\nService - 4.5/5\nCost - 4.5/5\nWould I visit this place again- yes'), ('Rated 5.0',Positive,Neutral,Neutral,Neutral,
Fruit Face,3.6/5,21,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
UBCR,3.3/5,5,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Manju's Kitchen,3.3/5,13,Indiranagar,Yes,No,Negative,Neutral,Neutral,Neutral,
Asaivam Restaurant,4.0/5,69,Indiranagar,Yes,No,Negative,Neutral,Neutral,Neutral,
Vijaya Gardenia,3.3/5,63,Banaswadi,Yes,No,Positive,Neutral,Neutral,Neutral,
Imli,3.8/5,1837,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Biggies Burger 'n' More,4.3/5,183,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Cane Crussh,NEW,0,Whitefield,Yes,No,Positive,Neutral,Neutral,Neutral,
Classic Lassi Shop,3.5/5,43,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Kanti Sweets,3.9/5,123,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Royanna Military Canteen,NEW,0,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Jonah's,4.1/5,1827,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
" """"RATED\n  This is indeed one of my favourite places around Indiranagar and have been here countless times. Its one of those peaceful places where you can chill out and actually have nice conversations (no overly loud blaring music). The staff is also super friendly. I'm sure Desmond would chat up with you if he's around. :)\n\nFood of choice: all starters"," """"RATED\n  Stoped by Jonahs for lunch on a weekday", the place was quite empty so we could get a full view of the place.\nThe abiance is quite nice," nothing new.\nThe food was decent and had quite a home touch to it. The Pepper beef was just lovely had a very nice Indian flovour to it.\nService was good.\nNothing extraordinary!!"""")"," beef bolognese\nDrinks: all their cocktails are nice - though I have a special thing for whiskey sour"""")", ('Rated 3.0',Positive,Positive,Neutral,Positive,
Mamagoto,4.4/5,2558,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
 'RATED\n  Its a nice place for family and with friends for lunch and dinner.\nAmbiance is good for there concept..\nFood quality is nice.\nWe liked the chicken fried momo and fish starter..\nService ls good..'), their funky decor and ambience. This was probably my first true experience of pan Asian food and I loved the way their menu taken you through the different flavours. Their cocktail shakers are a must must have - all of them are delicious, flavourful, Hua Hin highway rolls, ('Rated 4.0', 'RATED\n  I love Mamagoto and have been going their since it first started in Bangalore. I love their decor although their daylight section is so much nicer,Positive,Neutral,Neutral,Neutral,
Naachiyar's,3.9/5,117,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Aaha Andhra,4.2/5,807,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Sethji Home Made Food,3.6/5,228,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Grubhouse,4.1/5,332,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Brea,3.4/5,34,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Chai Masthi,3.4/5,9,Domlur,Yes,No,Negative,Neutral,Neutral,Neutral,
Ente Keralam,4.0/5,1095,Ulsoor,Yes,No,Negative,Neutral,Neutral,Neutral,
Rotti Mane,3.5/5,16,Thippasandra,Yes,No,Positive,Neutral,Neutral,Neutral,
Vinny's,3.9/5,205,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Kolkata Rolls & Hot Dum Biriyani On Dial,3.5/5,22,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Ibaco,4.0/5,289,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Sanchez Taqueria & Cantina,NEW,0,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Gobble Up Churros Cafe,4.3/5,374,Indiranagar,Yes,No,Negative,Neutral,Neutral,Neutral,
Omleterian,Not Rated,0,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Frozen Bottle,4.1/5,167,Indiranagar,Yes,No,Negative,Neutral,Neutral,Neutral,
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,3.1/5,54,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Panchavati Gaurav Thali,4.0/5,930,Brigade Road,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Food Coma,NEW,0,Indiranagar,No,Yes,Negative,Neutral,Neutral,Neutral,
Chaipatty,3.1/5,1269,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Mama Mia!,4.3/5,420,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Red Chilliez,3.6/5,216,Thippasandra,Yes,No,Positive,Neutral,Neutral,Neutral,
Lono,4.2/5,172,Indiranagar,No,Yes,Positive,Neutral,Neutral,Neutral,
Laddoos,2.9/5,229,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Kartik's Mithai Shoppe,4.1/5,110,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
The Belgian Waffle Co.,4.0/5,71,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
One Chu Restaurant,3.9/5,324,Old Airport Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Kolkatta Famous Chat,3.7/5,22,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Anjappar,3.8/5,768,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Ovenstory Pizza,4.0/5,106,Old Airport Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Mood For Food,4.1/5,146,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Lazy Suzy,4.3/5,1236,Indiranagar,Yes,Yes,Negative,Neutral,Neutral,Neutral,
" """"RATED\n  Love the ambience of this place. The place smells of freshly baked cookies and brewed coffee. It's comfort.\nLoved the desserts and coffee in there."""")", staff is really good and the food, each and every dish is yummy!\nWorth the price!'), 'RATED\n  A perfect place for a date.. Very clam nice place with some nice decor. Hot chocolate is my all time favorite there. The potato wedges are nicely baked. I always love this place..'), ('Rated 5.0', 'RATED\n  This place is amazing! It was my go-to place very often when I was working in Indiranagar!\nThe decor is amazing,Negative,Neutral,Neutral,Neutral,
Jenisha Green View Restaurant,NEW,0,Ejipura,Yes,No,Positive,Neutral,Neutral,Neutral,
SLV Andhra Mess,3.5/5,5,Domlur,Yes,No,Positive,Neutral,Neutral,Neutral,
Kobe Sizzlers,4.1/5,1473,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Cake Palace,3.4/5,11,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Secret Alley,4.0/5,84,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Ooty Chocolates,3.8/5,55,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Fabcafe,4.1/5,54,MG Road,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Chillikum,3.6/5,38,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Chung's Chinese Corner,2.7/5,283,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
All Shook Up!,3.9/5,77,Domlur,Yes,No,Positive,Neutral,Neutral,Neutral,
Power House Pitstsa,NEW,0,Indiranagar,No,Yes,Positive,Neutral,Neutral,Neutral,
Sri Krishna Sweets,3.7/5,32,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Suvaai Restaurant,3.3/5,11,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Roll Over,4.2/5,216,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Waffle Stories,3.8/5,31,Banaswadi,Yes,No,Positive,Neutral,Neutral,Neutral,
Tandoor,3.9/5,1360,MG Road,Yes,Yes,Negative,Neutral,Neutral,Neutral,
Vijayalaxmi Veg,Not Rated,0,Banaswadi,Yes,No,Negative,Neutral,Neutral,Neutral,
The Chef's Cake & Bakes,Not Rated,0,Ejipura,Yes,No,Positive,Neutral,Neutral,Neutral,
The Twisted Desi,NEW,0,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Desi Deck,3.9/5,96,Brigade Road,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Pabrai's Fresh & Naturelle Icecreams,4.2/5,131,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Sweet Truth,4.0/5,28,Thippasandra,Yes,No,Positive,Neutral,Neutral,Neutral,
WOW! Momo,2.7/5,71,Old Madras Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Crispy Fried Chicken,3.3/5,11,Old Airport Road,Yes,No,Positive,Neutral,Neutral,Neutral,
House Of Candy,Not Rated,0,Banaswadi,Yes,No,Positive,Neutral,Neutral,Neutral,
Venus Biryani,3.0/5,143,Domlur,Yes,No,Positive,Neutral,Neutral,Neutral,
Cookie Man,3.4/5,36,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Budget Food,3.5/5,43,Old Airport Road,Yes,Yes,Negative,Neutral,Neutral,Neutral,
Nizaam's Kaati Rolls & Kebabs,3.7/5,110,Jeevan Bhima Nagar,Yes,No,Negative,Neutral,Neutral,Neutral,
 'RATED\n  screw all.. And they were happy to charge it also, ('Rated 5.0'," """"RATED\n  By far - the most amazing kathi rolls and Bengal style biryani I have had in Bangalore. If you're looking for decor or for an easy evening at the restaurant"," it was a hole in the wall serving up just awesome kathi rolls in the Indiranagar BDA Complex). The only reason you need to visit this place is for the taste..."""")", even though we returned the food. Think twice before going. We used to go b4, not anymore'),Positive,Neutral,Neutral,Neutral,
GMT - Gelateria Montecatini Terme,4.4/5,275,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Cafe Terra,4.2/5,391,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
The Kitchen Chef,2.9/5,94,Old Airport Road,Yes,No,Positive,Neutral,Neutral,Neutral,
The Cake Mart,3.5/5,22,Old Airport Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Supreme Biryani,Not Rated,0,Ulsoor,Yes,No,Negative,Neutral,Neutral,Neutral,
The Ganache Factory,4.1/5,41,Domlur,Yes,No,Positive,Neutral,Neutral,Neutral,
Popat,3.2/5,43,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Eddy's Cafe,4.1/5,137,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Milkacium,Not Rated,0,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Bekal,4.0/5,277,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Bhavani Sri,3.0/5,110,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
The Punjabi Rasoi,4.1/5,2008,Indiranagar,No,Yes,Positive,Neutral,Neutral,Neutral,
Srinidhi Fast Food,Not Rated,0,CV Raman Nagar,Yes,No,Negative,Neutral,Neutral,Neutral,
Sri Srinivas Park Hotel,NEW,0,BTM,Yes,No,Positive,Neutral,Neutral,Neutral,
Rahhams,2.8/5,413,Old Airport Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Wow Vada Pav,3.6/5,27,Indiranagar,Yes,No,Negative,Neutral,Neutral,Neutral,
Infinitea Tea Room & Tea Store,4.3/5,766,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Hatti Kaapi,3.8/5,30,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Chilli Chicken,3.1/5,7,Brigade Road,Yes,No,Negative,Neutral,Neutral,Neutral,
Panda Foods,3.4/5,13,Marathahalli,Yes,No,Positive,Neutral,Neutral,Neutral,
Gooey & Fluffy,3.9/5,89,Thippasandra,Yes,No,Negative,Neutral,Neutral,Neutral,
Kaayal,3.0/5,253,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Tewari Bros Mithai Shoppie,3.8/5,59,Commercial Street,Yes,No,Positive,Neutral,Neutral,Neutral,
Teppan Japanese Grill & Sushi Bar,4.3/5,901,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Punjabi Dhaba,2.8/5,53,Indiranagar,Yes,No,Negative,Neutral,Neutral,Neutral,
Kulcha Kulture,3.4/5,13,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Foodhall,4.0/5,111,MG Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Bean Flickers,4.3/5,391,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Ciclo Cafe,4.3/5,1273,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
 ('Rated 5.0', Bangalore\n\nOutstanding is what comes to my mind as I recollect the dinner we had here. This place has been on our list for quite a while and when EazyDiner came with 50% offer on food+drinks, it would have been stupid to pass on.\n\nDrink - Mojito, Weak Leg(vanilla vodka + espresso), 'RATED\n  Ciclo Cafe, Indiranagar,Positive,Neutral,Neutral,Neutral,
Swagath Authentic Nati Style,Not Rated,0,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Waffle Magic,4.2/5,583,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Ramji Chaiwale,3.9/5,122,Old Airport Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Paratha Xpress,3.5/5,7,Ulsoor,Yes,No,Negative,Neutral,Neutral,Neutral,
Woodfire Pizza,3.1/5,30,Thippasandra,Yes,No,Positive,Neutral,Neutral,Neutral,
Juicy,3.8/5,80,Old Airport Road,Yes,No,Negative,Neutral,Neutral,Neutral,
Just Kulfi,3.4/5,6,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Shake It Off,4.2/5,159,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Ayda Persian Kitchen,3.9/5,224,Church Street,Yes,No,Positive,Neutral,Neutral,Neutral,
Maravanthe,4.4/5,654,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Ghar Ka Bhojan,3.3/5,7,Domlur,Yes,No,Positive,Neutral,Neutral,Neutral,
BIB-Breakfast In The Box,Not Rated,0,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Gelato Italiano,3.2/5,4,Kammanahalli,Yes,No,Positive,Neutral,Neutral,Neutral,
Meaza Ginger Multi Cuisine Restaurant,3.6/5,91,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Swaad,3.1/5,25,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Drunken Monkey,3.9/5,209,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Tayabbs,4.0/5,736,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
